Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
"1,085",2023,20230340,2070,38,141,Raja binoculata,Big Skate,20Hook,792.0,663.0,146.0,1.0
"1,086",2023,20230340,2070,38,303,,Hook with Skin,20Hook,792.0,663.0,146.0,15.0
"1,087",2023,20230340,2070,38,304,,Empty Hook,20Hook,792.0,663.0,146.0,62.0
"1,088",2023,20230340,2070,38,305,,Hook with Bait,20Hook,792.0,663.0,146.0,20.0
"1,089",2023,20230340,2070,38,307,,Bent/Broken/Missing,20Hook,792.0,663.0,146.0,11.0
"1,090",2023,20230341,2077,39,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,12.0
"1,091",2023,20230341,2077,39,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,5.0
"1,092",2023,20230341,2077,39,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,1.0
"1,093",2023,20230341,2077,39,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,3.0
"1,094",2023,20230341,2077,39,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,9.0
"1,095",2023,20230341,2077,39,303,,Hook with Skin,20Hook,784.0,784.0,160.0,60.0
"1,096",2023,20230341,2077,39,304,,Empty Hook,20Hook,784.0,784.0,160.0,48.0
"1,097",2023,20230341,2077,39,305,,Hook with Bait,20Hook,784.0,784.0,160.0,18.0
"1,098",2023,20230341,2077,39,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,2.0
"1,099",2023,20230342,2071,40,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,19.0
"1,100",2023,20230342,2071,40,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,21.0
"1,101",2023,20230342,2071,40,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,17.0
"1,102",2023,20230342,2071,40,127,Sebastes paucispinis,Bocaccio,20Hook,784.0,784.0,160.0,4.0
"1,103",2023,20230342,2071,40,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,2.0
"1,104",2023,20230342,2071,40,303,,Hook with Skin,20Hook,784.0,784.0,160.0,9.0
"1,105",2023,20230342,2071,40,304,,Empty Hook,20Hook,784.0,784.0,160.0,59.0
"1,106",2023,20230342,2071,40,305,,Hook with Bait,20Hook,784.0,784.0,160.0,12.0
"1,107",2023,20230342,2071,40,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,4.0
"1,108",2023,20230343,2072,41,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,152.0,14.0
"1,109",2023,20230343,2072,41,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,784.0,784.0,152.0,1.0
"1,110",2023,20230343,2072,41,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,152.0,7.0
"1,111",2023,20230343,2072,41,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,152.0,5.0
"1,112",2023,20230343,2072,41,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,784.0,784.0,152.0,4.0
"1,113",2023,20230343,2072,41,303,,Hook with Skin,20Hook,784.0,784.0,152.0,39.0
"1,114",2023,20230343,2072,41,304,,Empty Hook,20Hook,784.0,784.0,152.0,42.0
"1,115",2023,20230343,2072,41,305,,Hook with Bait,20Hook,784.0,784.0,152.0,30.0
"1,116",2023,20230344,2064,42,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,9.0
"1,117",2023,20230344,2064,42,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,8.0
"1,118",2023,20230344,2064,42,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,4.0
"1,119",2023,20230344,2064,42,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,4.0
"1,120",2023,20230344,2064,42,303,,Hook with Skin,20Hook,784.0,784.0,160.0,30.0
"1,121",2023,20230344,2064,42,304,,Empty Hook,20Hook,784.0,784.0,160.0,44.0
"1,122",2023,20230344,2064,42,305,,Hook with Bait,20Hook,784.0,784.0,160.0,47.0
"1,123",2023,20230344,2064,42,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,7.0
"1,124",2023,20230345,2265,43,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,18.0
"1,125",2023,20230345,2265,43,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,784.0,784.0,160.0,3.0
"1,126",2023,20230345,2265,43,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,1.0
"1,127",2023,20230345,2265,43,81,(includes brittle and basketstars),unident. Starfish,20Hook,784.0,784.0,160.0,1.0
"1,128",2023,20230345,2265,43,92,Ptilosarcus gurneyi,Sea Pen,20Hook,784.0,784.0,160.0,1.0
"1,129",2023,20230345,2265,43,127,Sebastes paucispinis,Bocaccio,20Hook,784.0,784.0,160.0,1.0
"1,130",2023,20230345,2265,43,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,2.0
"1,131",2023,20230345,2265,43,303,,Hook with Skin,20Hook,784.0,784.0,160.0,40.0
"1,132",2023,20230345,2265,43,304,,Empty Hook,20Hook,784.0,784.0,160.0,78.0
"1,133",2023,20230345,2265,43,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,5.0
"1,134",2023,20230346,2262,44,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,776.0,776.0,160.0,34.0
"1,135",2023,20230346,2262,44,99,,unident. Invertebrate,20Hook,776.0,776.0,160.0,1.0
"1,136",2023,20230346,2262,44,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,776.0,776.0,160.0,4.0
"1,137",2023,20230346,2262,44,303,,Hook with Skin,20Hook,776.0,776.0,160.0,23.0
"1,138",2023,20230346,2262,44,304,,Empty Hook,20Hook,776.0,776.0,160.0,88.0
"1,139",2023,20230346,2262,44,305,,Hook with Bait,20Hook,776.0,776.0,160.0,6.0
"1,140",2023,20230346,2262,44,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,4.0
"1,141",2023,20230347,2056,45,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,776.0,776.0,160.0,9.0
"1,142",2023,20230347,2056,45,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,1.0
"1,143",2023,20230347,2056,45,90,Sebastes babcocki,Redbanded Rockfish,20Hook,776.0,776.0,160.0,1.0
"1,144",2023,20230347,2056,45,141,Raja binoculata,Big Skate,20Hook,776.0,776.0,160.0,1.0
"1,145",2023,20230347,2056,45,143,Raja rhina,Longnose Skate,20Hook,776.0,776.0,160.0,6.0
"1,146",2023,20230347,2056,45,303,,Hook with Skin,20Hook,776.0,776.0,160.0,38.0
"1,147",2023,20230347,2056,45,304,,Empty Hook,20Hook,776.0,776.0,160.0,42.0
"1,148",2023,20230347,2056,45,305,,Hook with Bait,20Hook,776.0,776.0,160.0,51.0
"1,149",2023,20230347,2056,45,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,6.0
"1,150",2023,20230348,2263,46,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,760.0,760.0,160.0,12.0
"1,151",2023,20230348,2263,46,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,760.0,760.0,160.0,2.0
"1,152",2023,20230348,2263,46,95,(includes hard and soft),unident. Coral,20Hook,760.0,760.0,160.0,1.0
"1,153",2023,20230348,2263,46,125,Somniosus pacificus,Sleeper Shark,20Hook,760.0,760.0,160.0,1.0
"1,154",2023,20230348,2263,46,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,760.0,760.0,160.0,4.0
"1,155",2023,20230348,2263,46,153,Myxinidae spp,unident. Hagfish,20Hook,760.0,760.0,160.0,1.0
"1,156",2023,20230348,2263,46,303,,Hook with Skin,20Hook,760.0,760.0,160.0,39.0
"1,157",2023,20230348,2263,46,304,,Empty Hook,20Hook,760.0,760.0,160.0,45.0
"1,158",2023,20230348,2263,46,305,,Hook with Bait,20Hook,760.0,760.0,160.0,19.0
"1,159",2023,20230348,2263,46,307,,Bent/Broken/Missing,20Hook,760.0,760.0,160.0,26.0
"1,160",2023,20230349,2261,47,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,3.0
"1,161",2023,20230349,2261,47,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,784.0,784.0,160.0,5.0
"1,162",2023,20230349,2261,47,93,,Sea Anemone,20Hook,784.0,784.0,160.0,1.0
"1,163",2023,20230349,2261,47,119,Sebastes borealis,Shortraker Rockfish,20Hook,784.0,784.0,160.0,11.0
"1,164",2023,20230349,2261,47,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,1.0
"1,165",2023,20230349,2261,47,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,784.0,784.0,160.0,1.0
"1,166",2023,20230349,2261,47,303,,Hook with Skin,20Hook,784.0,784.0,160.0,78.0
"1,167",2023,20230349,2261,47,304,,Empty Hook,20Hook,784.0,784.0,160.0,54.0
"1,168",2023,20230349,2261,47,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,6.0
"1,169",2023,20230350,2050,48,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
"1,170",2023,20230350,2050,48,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
"1,171",2023,20230350,2050,48,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,172",2023,20230350,2050,48,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,8.0
"1,173",2023,20230350,2050,48,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,4.0
"1,174",2023,20230350,2050,48,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,175",2023,20230350,2050,48,210,Pycnopodia helianthoides,Sunflower Sea Star,20Hook,792.0,792.0,160.0,1.0
"1,176",2023,20230350,2050,48,303,,Hook with Skin,20Hook,792.0,792.0,160.0,30.0
"1,177",2023,20230350,2050,48,304,,Empty Hook,20Hook,792.0,792.0,160.0,50.0
"1,178",2023,20230350,2050,48,305,,Hook with Bait,20Hook,792.0,792.0,160.0,37.0
"1,179",2023,20230350,2050,48,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,22.0
"1,180",2023,20230352,2258,50,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
"1,181",2023,20230352,2258,50,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,6.0
"1,182",2023,20230352,2258,50,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,21.0
"1,183",2023,20230352,2258,50,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,184",2023,20230352,2258,50,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,19.0
"1,185",2023,20230352,2258,50,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
"1,186",2023,20230352,2258,50,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,5.0
"1,187",2023,20230352,2258,50,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,11.0
"1,188",2023,20230352,2258,50,303,,Hook with Skin,20Hook,792.0,792.0,160.0,6.0
"1,189",2023,20230352,2258,50,304,,Empty Hook,20Hook,792.0,792.0,160.0,41.0
"1,190",2023,20230352,2258,50,305,,Hook with Bait,20Hook,792.0,792.0,160.0,34.0
"1,191",2023,20230352,2258,50,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,4.0
"1,192",2023,20230353,2045,51,21,Ophiodon elongatus,Lingcod,20Hook,776.0,776.0,160.0,1.0
"1,193",2023,20230353,2045,51,54,Squalus suckleyi,Spiny Dogfish,20Hook,776.0,776.0,160.0,2.0
"1,194",2023,20230353,2045,51,81,(includes brittle and basketstars),unident. Starfish,20Hook,776.0,776.0,160.0,1.0
"1,195",2023,20230353,2045,51,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,776.0,776.0,160.0,9.0
"1,196",2023,20230353,2045,51,143,Raja rhina,Longnose Skate,20Hook,776.0,776.0,160.0,2.0
"1,197",2023,20230353,2045,51,154,Sebastes elongatus,Greenstriped Rockfish,20Hook,776.0,776.0,160.0,1.0
"1,198",2023,20230353,2045,51,303,,Hook with Skin,20Hook,776.0,776.0,160.0,36.0
"1,199",2023,20230353,2045,51,304,,Empty Hook,20Hook,776.0,776.0,160.0,42.0
"1,200",2023,20230353,2045,51,305,,Hook with Bait,20Hook,776.0,776.0,160.0,55.0
"1,201",2023,20230353,2045,51,307,,Bent/Broken/Missing,20Hook,776.0,776.0,160.0,10.0
"1,202",2023,20230354,2049,52,303,,Hook with Skin,20Hook,760.0,760.0,160.0,35.0
"1,203",2023,20230354,2049,52,304,,Empty Hook,20Hook,760.0,760.0,160.0,13.0
"1,204",2023,20230354,2049,52,305,,Hook with Bait,20Hook,760.0,760.0,160.0,103.0
"1,205",2023,20230354,2049,52,307,,Bent/Broken/Missing,20Hook,760.0,760.0,160.0,7.0
"1,206",2023,20230355,2048,53,303,,Hook with Skin,20Hook,752.0,752.0,160.0,26.0
"1,207",2023,20230355,2048,53,304,,Empty Hook,20Hook,752.0,752.0,160.0,25.0
"1,208",2023,20230355,2048,53,305,,Hook with Bait,20Hook,752.0,752.0,160.0,94.0
"1,209",2023,20230355,2048,53,307,,Bent/Broken/Missing,20Hook,752.0,752.0,160.0,3.0
"1,210",2023,20230356,2044,54,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,2.0
"1,211",2023,20230356,2044,54,87,Sebastes maliger,Quillback Rockfish,20Hook,784.0,784.0,160.0,2.0
"1,212",2023,20230356,2044,54,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,9.0
"1,213",2023,20230356,2044,54,209,Stylasterias Forreri,Fish-eating Star,20Hook,784.0,784.0,160.0,2.0
"1,214",2023,20230356,2044,54,210,Pycnopodia helianthoides,Sunflower Sea Star,20Hook,784.0,784.0,160.0,2.0
"1,215",2023,20230356,2044,54,303,,Hook with Skin,20Hook,784.0,784.0,160.0,17.0
"1,216",2023,20230356,2044,54,304,,Empty Hook,20Hook,784.0,784.0,160.0,24.0
"1,217",2023,20230356,2044,54,305,,Hook with Bait,20Hook,784.0,784.0,160.0,87.0
"1,218",2023,20230356,2044,54,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,6.0
"1,219",2023,20230395,3005,62,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,3.0
"1,220",2023,20230395,3005,62,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
"1,221",2023,20230395,3005,62,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,222",2023,20230395,3005,62,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,33.0
"1,223",2023,20230395,3005,62,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
"1,224",2023,20230395,3005,62,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,4.0
"1,225",2023,20230395,3005,62,303,,Hook with Skin,20Hook,792.0,792.0,160.0,21.0
"1,226",2023,20230395,3005,62,304,,Empty Hook,20Hook,792.0,792.0,160.0,74.0
"1,227",2023,20230395,3005,62,305,,Hook with Bait,20Hook,792.0,792.0,160.0,7.0
"1,228",2023,20230396,2166,63,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,26.0
"1,229",2023,20230396,2166,63,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,230",2023,20230396,2166,63,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,2.0
"1,231",2023,20230396,2166,63,303,,Hook with Skin,20Hook,792.0,792.0,160.0,2.0
"1,232",2023,20230396,2166,63,304,,Empty Hook,20Hook,792.0,792.0,160.0,103.0
"1,233",2023,20230396,2166,63,305,,Hook with Bait,20Hook,792.0,792.0,160.0,3.0
"1,234",2023,20230396,2166,63,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
"1,235",2023,20230397,2167,64,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,13.0
"1,236",2023,20230397,2167,64,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,2.0
"1,237",2023,20230397,2167,64,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,1.0
"1,238",2023,20230397,2167,64,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,15.0
"1,239",2023,20230397,2167,64,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,1.0
"1,240",2023,20230397,2167,64,303,,Hook with Skin,20Hook,784.0,784.0,160.0,6.0
"1,241",2023,20230397,2167,64,304,,Empty Hook,20Hook,784.0,784.0,160.0,107.0
"1,242",2023,20230397,2167,64,305,,Hook with Bait,20Hook,784.0,784.0,160.0,1.0
"1,243",2023,20230398,2168,65,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
"1,244",2023,20230398,2168,65,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,11.0
"1,245",2023,20230398,2168,65,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,4.0
"1,246",2023,20230398,2168,65,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
"1,247",2023,20230398,2168,65,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,248",2023,20230398,2168,65,303,,Hook with Skin,20Hook,792.0,792.0,160.0,11.0
"1,249",2023,20230398,2168,65,304,,Empty Hook,20Hook,792.0,792.0,160.0,108.0
"1,250",2023,20230398,2168,65,305,,Hook with Bait,20Hook,792.0,792.0,160.0,2.0
"1,251",2023,20230399,2330,66,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,1.0
"1,252",2023,20230399,2330,66,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,5.0
"1,253",2023,20230399,2330,66,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,254",2023,20230399,2330,66,90,Sebastes babcocki,Redbanded Rockfish,20Hook,800.0,800.0,160.0,3.0
"1,255",2023,20230399,2330,66,100,Junkis nonspecificus,Inanimate Object,20Hook,800.0,800.0,160.0,1.0
"1,256",2023,20230399,2330,66,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,3.0
"1,257",2023,20230399,2330,66,232,Gorgonacea,Gorgonian coral,20Hook,800.0,800.0,160.0,1.0
"1,258",2023,20230399,2330,66,303,,Hook with Skin,20Hook,800.0,800.0,160.0,3.0
"1,259",2023,20230399,2330,66,304,,Empty Hook,20Hook,800.0,800.0,160.0,117.0
"1,260",2023,20230399,2330,66,305,,Hook with Bait,20Hook,800.0,800.0,160.0,1.0
"1,261",2023,20230399,2330,66,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,3.0
"1,262",2023,20230400,2157,67,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,15.0
"1,263",2023,20230400,2157,67,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,3.0
"1,264",2023,20230400,2157,67,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,265",2023,20230400,2157,67,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,792.0,792.0,160.0,2.0
"1,266",2023,20230400,2157,67,219,Ophuroidea,Brittle Star,20Hook,792.0,792.0,160.0,2.0
"1,267",2023,20230400,2157,67,303,,Hook with Skin,20Hook,792.0,792.0,160.0,8.0
"1,268",2023,20230400,2157,67,304,,Empty Hook,20Hook,792.0,792.0,160.0,123.0
"1,269",2023,20230400,2157,67,305,,Hook with Bait,20Hook,792.0,792.0,160.0,1.0
"1,270",2023,20230400,2157,67,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
"1,271",2023,20230401,2151,68,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,4.0
"1,272",2023,20230401,2151,68,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,273",2023,20230401,2151,68,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,6.0
"1,274",2023,20230401,2151,68,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
"1,275",2023,20230401,2151,68,303,,Hook with Skin,20Hook,792.0,792.0,160.0,3.0
"1,276",2023,20230401,2151,68,304,,Empty Hook,20Hook,792.0,792.0,160.0,114.0
"1,277",2023,20230401,2151,68,305,,Hook with Bait,20Hook,792.0,792.0,160.0,2.0
"1,278",2023,20230402,2323,69,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
"1,279",2023,20230402,2323,69,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,280",2023,20230402,2323,69,88,Sebastes nebulosus,China Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,281",2023,20230402,2323,69,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,3.0
"1,282",2023,20230402,2323,69,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,2.0
"1,283",2023,20230402,2323,69,303,,Hook with Skin,20Hook,792.0,792.0,160.0,17.0
"1,284",2023,20230402,2323,69,304,,Empty Hook,20Hook,792.0,792.0,160.0,100.0
"1,285",2023,20230402,2323,69,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,4.0
"1,286",2023,20230403,2321,70,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,784.0,784.0,160.0,1.0
"1,287",2023,20230403,2321,70,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,1.0
"1,288",2023,20230403,2321,70,26,Gadus macrocephalus,Pacific Cod,20Hook,784.0,784.0,160.0,2.0
"1,289",2023,20230403,2321,70,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,2.0
"1,290",2023,20230403,2321,70,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,10.0
"1,291",2023,20230403,2321,70,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,1.0
"1,292",2023,20230403,2321,70,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,5.0
"1,293",2023,20230403,2321,70,126,Prionace glauca,Blue Shark,20Hook,784.0,784.0,160.0,1.0
"1,294",2023,20230403,2321,70,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,5.0
"1,295",2023,20230403,2321,70,303,,Hook with Skin,20Hook,784.0,784.0,160.0,3.0
"1,296",2023,20230403,2321,70,304,,Empty Hook,20Hook,784.0,784.0,160.0,106.0
"1,297",2023,20230403,2321,70,305,,Hook with Bait,20Hook,784.0,784.0,160.0,1.0
"1,298",2023,20230403,2321,70,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,1.0
"1,299",2023,20230404,2293,71,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,13.0
"1,300",2023,20230404,2293,71,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,784.0,784.0,160.0,15.0
"1,301",2023,20230404,2293,71,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,4.0
"1,302",2023,20230404,2293,71,90,Sebastes babcocki,Redbanded Rockfish,20Hook,784.0,784.0,160.0,3.0
"1,303",2023,20230404,2293,71,100,Junkis nonspecificus,Inanimate Object,20Hook,784.0,784.0,160.0,1.0
"1,304",2023,20230404,2293,71,119,Sebastes borealis,Shortraker Rockfish,20Hook,784.0,784.0,160.0,9.0
"1,305",2023,20230404,2293,71,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,3.0
"1,306",2023,20230404,2293,71,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,784.0,784.0,160.0,4.0
"1,307",2023,20230404,2293,71,303,,Hook with Skin,20Hook,784.0,784.0,160.0,4.0
"1,308",2023,20230404,2293,71,304,,Empty Hook,20Hook,784.0,784.0,160.0,98.0
"1,309",2023,20230404,2293,71,305,,Hook with Bait,20Hook,784.0,784.0,160.0,1.0
"1,310",2023,20230405,2290,72,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,6.0
"1,311",2023,20230405,2290,72,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,6.0
"1,312",2023,20230405,2290,72,81,(includes brittle and basketstars),unident. Starfish,20Hook,792.0,792.0,160.0,1.0
"1,313",2023,20230405,2290,72,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,5.0
"1,314",2023,20230405,2290,72,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,1.0
"1,315",2023,20230405,2290,72,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
"1,316",2023,20230405,2290,72,303,,Hook with Skin,20Hook,792.0,792.0,160.0,20.0
"1,317",2023,20230405,2290,72,304,,Empty Hook,20Hook,792.0,792.0,160.0,92.0
"1,318",2023,20230405,2290,72,305,,Hook with Bait,20Hook,792.0,792.0,160.0,9.0
"1,319",2023,20230406,2144,73,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
"1,320",2023,20230406,2144,73,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,9.0
"1,321",2023,20230406,2144,73,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,11.0
"1,322",2023,20230406,2144,73,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,4.0
"1,323",2023,20230406,2144,73,127,Sebastes paucispinis,Bocaccio,20Hook,792.0,792.0,160.0,2.0
"1,324",2023,20230406,2144,73,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
"1,325",2023,20230406,2144,73,303,,Hook with Skin,20Hook,792.0,792.0,160.0,2.0
"1,326",2023,20230406,2144,73,304,,Empty Hook,20Hook,792.0,792.0,160.0,115.0
"1,327",2023,20230406,2144,73,305,,Hook with Bait,20Hook,792.0,792.0,160.0,4.0
"1,328",2023,20230406,2144,73,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
"1,329",2023,20230407,2143,74,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,2.0
"1,330",2023,20230407,2143,74,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,3.0
"1,331",2023,20230407,2143,74,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,800.0,800.0,160.0,6.0
"1,332",2023,20230407,2143,74,87,Sebastes maliger,Quillback Rockfish,20Hook,800.0,800.0,160.0,1.0
"1,333",2023,20230407,2143,74,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,5.0
